136,194,971
917,443,449
855,122,803
985,616,735
172,81,672
890,10,208
155,353,861
559,234,260
286,451,891
244,859,228
918,714,996
720,835,281
875,908,641
849,269,172
481,680,457
272,458,813
537,752,931
147,870,281
714,583,52
427,821,754
755,489,174
69,677,735
318,845,399
130,232,343
30,957,50
571,648,852
528,51,255
985,812,811
570,86,538
512,754,203
669,647,354
765,987,233
216,50,324
312,179,606
346,850,608
189,713,515
776,92,392
742,302,782
433,393,626
266,405,601
337,303,615
913,731,658
679,274,290
884,257,475
500,598,833
19,909,639
689,513,865
276,910,327
806,250,385
146,960,864
264,192,723
389,211,870
638,741,877
78,269,409
690,728,351
582,196,604
481,340,255
537,237,612
51,252,519
264,787,754
686,610,682
650,385,630
22,864,361
318,693,369
229,790,925
532,36,510
61,202,267
701,101,262
195,301,652
499,992,850
451,768,819
545,888,315
5,922,89
513,94,724
824,601,163
542,727,177
815,719,104
519,327,72
83,35,312
250,222,528
965,251,633
969,74,706
936,328,847
586,918,627
731,737,809
740,97,877
707,814,212
445,696,516
413,121,71
146,848,377
715,589,237
871,401,326
416,98,809
261,837,947
653,383,199
398,901,715
915,882,369
105,865,329
99,392,966
351,24,710
435,434,573
828,814,537
746,875,766
817,292,437
316,384,572
224,456,896
118,341,487
34,224,554
255,947,10
808,194,918
878,171,840
175,426,726
136,35,91
391,967,889
601,82,60
966,660,686
158,414,836
804,211,557
19,845,784
115,384,138
484,925,530
66,645,391
948,603,542
204,582,293
552,306,249
680,183,746
726,607,610
832,686,56
47,85,134
478,70,470
423,532,46
78,144,448
155,200,282
347,298,288
197,31,679
413,461,403
660,799,877
847,131,791
479,234,554
556,383,444
126,50,567
503,133,805
576,321,407
754,371,305
772,238,836
796,43,237
83,559,259
255,400,437
940,219,766
214,639,107
601,683,730
635,669,817
349,433,851
602,764,598
157,722,407
43,409,593
126,815,576
147,368,272
644,855,603
685,910,396
305,775,982
208,370,465
756,784,314
723,544,665
889,241,602
13,333,886
153,631,407
